population,pc,pm,sel,cros,ss,best_fit,final_diversity,final_exploration,final_exploitation,runtime
200,0.95,0.025,tournament,one_point,False,-0.593423020695194,0.0085138909669249,0.3926514147322898,99.60734858526772,404.8468180000782
50,0.95,0.05,tournament,one_point,False,-0.5934233445445094,1.0547810176615935,49.365921068765815,50.634078931234185,100.59133459976874
200,0.95,0.025,tournament,arithmetic,False,-0.5934233494365725,0.4035715179320795,23.563509699437788,76.43649030056221,391.49957669992
50,0.75,0.025,tournament,multi_points,False,-0.5934274779293058,0.5305470672193207,24.74145617410553,75.25854382589446,91.6873280002037
200,0.75,0.25,tournament,multi_points,False,-0.5934653200973395,2.0743952508847703,92.59412198728012,7.4058780127198816,390.3615751999896
200,0.95,0.025,tournament,one_point,False,-0.5934781822156365,0.0086788162207674,0.3974256698275198,99.60257433017247,408.40573989984114
200,0.75,0.025,tournament,one_point,False,-0.5935674625610281,0.0188804194924713,0.8787880501478998,99.1212119498521,380.6672265995294
200,0.75,0.25,tournament,multi_points,False,-0.5935825041209298,0.0097006135056911,0.4473100915925468,99.55268990840746,385.7797841000138
200,0.75,0.05,tournament,one_point,False,-0.5936043248234365,0.0127060223975831,0.5876638385071855,99.41233616149282,384.6286306999391
200,0.75,0.05,tournament,one_point,False,-0.5936052093965077,0.013768821175321,0.6385918750180314,99.36140812498196,403.7392096995609
200,0.75,0.25,tournament,one_point,False,-0.5936106329678614,0.0054935390877723,0.2524665845590703,99.74753341544093,384.2246779002016
200,0.75,0.25,tournament,one_point,False,-0.5936680600065972,0.0153618742799904,0.7097973706395955,99.2902026293604,380.708037200151
200,0.75,0.025,tournament,one_point,False,-0.593705177513622,0.0173691425621019,0.8059594350102873,99.1940405649897,391.35687490017153
200,0.95,0.25,tournament,multi_points,False,-0.5937604223731944,0.0038130796342997,0.1736728863670286,99.82632711363296,402.1447237996617
200,0.75,0.25,tournament,arithmetic,False,-0.5937624986072085,1.7286689728939455,88.12459581169797,11.875404188302028,386.9228784000734
50,0.95,0.25,tournament,one_point,False,-0.5938406890450622,2.1330365423397,96.25206377954764,3.74793622045236,100.3272830999922
50,0.95,0.25,tournament,uniform,False,-0.5938877213027204,2.130797052805645,97.92830378386893,2.071696216131073,118.48685480013955
50,0.75,0.05,tournament,multi_points,False,-0.5939668398708965,0.0062071094453581,0.2907704763837796,99.70922952361622,95.91360539989546
200,0.75,0.05,tournament,multi_points,False,-0.5940043086622065,0.0265511149890202,1.2198852644603424,98.78011473553966,384.5338366000215
50,0.95,0.25,tournament,multi_points,False,-0.5940054699796318,2.0567781032302834,92.47850396950264,7.52149603049736,97.39796489966102
